source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,property_type,property_location,property_lot_section_block_number,property_owned_shares,property_inherited,property_owned,property_area_raw,property_area,property_estimated_present_value_raw,property_estimated_present_value,property_estimated_value_currency_signal,property_estimated_value_currency_guess,property_mortgaged,property_is_mortgaged_flag,property_rented_income_raw,property_rented_income,property_planted_income_raw,property_planted_income,property_parse_method,property_review_flag,property_review_reasons,property_raw_block
Export,1207,202610,Undergraduate,awarded,The International School of Choueifat - Choueifat,0,0,5,Apartment,Mount-Lebanon Aley,,,,,138,138.0,"80,000$",80000.0,usd,usd,no,0,"3,300",3300.0,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 4342,6,-
Inherited: 2021
Area: 138
Estimated Present Value: 80,000$
Mortgaged: No
Rented: 3,300"
Export,1208,202610,Undergraduate,awarded,"Saints Coeurs Ain Najm, Ain Saadeh",0,0,1,Apartment,Mount-Lebanon Matn,,,,,135,135.0,"70,000usd",70.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: Imm. 747 - 5-10 - ZONE VERTE - NEW JDEIDEH
Owned:
Area: 135
Estimated Present Value: 70,000usd
Mortgaged: No"
Export,1209,202510,Graduate,awarded,,1,2,1,Apartment,Beirut Mazraa,,,,,256,256.0,"250,000 -300,000 USD",275000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: Home address
Owned shares: 1200 Rahid 1200 Ghada
Location: Beirut Mazraa
Lot, Section, Block Number: 406 -28-0
Owned:
Area: 256
Estimated Present Value: 250,000 -300,000 USD
Mortgaged: No"
Export,1209,202510,Graduate,awarded,,1,2,2,Apartment,Beirut Mousaitbeh,,,,,260,260.0,"USD 250,000 for 1200 shares",250000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: Grandparents' Apartment ( Melik Rakabeh)
Owned shares: 1200
Location: Beirut Mousaitbeh
Lot, Section, Block Number: 1484 - 12 - 0
Owned:
Area: 260
Estimated Present Value: USD 250,000 for 1200 shares
Mortgaged: No"
Export,1210,202510,Graduate,denied,,1,2,1,House,Beirut Medawar,,,,,85,85.0,"100,000$",100000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: shared with father's brother
Location: Beirut Medawar
Lot, Section, Block Number: 928, 5,
Inherited: 2016
Owned: 2016
Area: 85
Estimated Present Value: 100,000$
Mortgaged: No"
Export,1210,202510,Graduate,denied,,1,2,2,House,Beirut Medawar,,,,,76,76.0,"90,000$",90000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 1200
Location: Beirut Medawar
Lot, Section, Block Number: 797, 5,
Inherited: 2010
Owned: 2010
Area: 76
Estimated Present Value: 90,000$
Mortgaged: No"
Export,1210,202510,Graduate,denied,,1,2,3,Apartment,Mount-Lebanon Matn,,,,,100,100.0,65000$,65000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 306
Inherited: 2007
Area: 100
Estimated Present Value: 65000$
Mortgaged: No"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,1,Apartment,Mount-Lebanon Matn,,,,,127,127.0,100 000 $,100.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400- 100%
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 19
Inherited: 2017
Owned: 2017
Area: 127
Estimated Present Value: 100 000 $
Mortgaged: No"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,2,Apartment,Mount-Lebanon Matn,,,,,52,52.0,10 000,10.0,,unknown,no,0,2$ (old rental),2.0,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: old rental contracts- rent not collected
Owned shares: 2400 - 100%
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 7
Inherited: 2013
Owned: 2013
Area: 52
Estimated Present Value: 10 000
Mortgaged: No
Rented: 2$ (old rental)"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,3,Apartment,Mount-Lebanon Matn,,,,,50,50.0,10 000,10.0,,unknown,no,0,2$,2.0,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: old rental
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 11
Inherited: 2013
Area: 50
Estimated Present Value: 10 000
Mortgaged: No
Rented: 2$"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,4,Apartment,Mount-Lebanon Matn,,,,,22,22.0,5000 (one room),5000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: ruined- in need of renovation- inhabitable
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 738 - 15
Inherited: 2013
Area: 22
Estimated Present Value: 5000 (one room)
Mortgaged: No"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,5,Apartment,Mount-Lebanon Matn,,,,,17,17.0,5000,5000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: also ruined
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 738- 4
Inherited: 2013
Area: 17
Estimated Present Value: 5000
Mortgaged: No"
Export,1211,202510,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,6,Apartment,Mount-Lebanon Matn,,,,,22,22.0,5000,5000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: ruined
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 738- 12
Inherited: 2013
Area: 22
Estimated Present Value: 5000
Mortgaged: No"
Export,1212,202520,Undergraduate,awarded,"Maanieh Secondary School, Beirut",0,0,1,Apartment,Beirut Mousaitbeh,,,,,133,133.0,"250,000 USD",250000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Beirut Mousaitbeh
Lot, Section, Block Number: 1845 - 18
Owned:
Area: 133
Estimated Present Value: 250,000 USD
Mortgaged: No"
Export,1213,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,1,Apartment,Mount-Lebanon Matn,,,,,285,285.0,400000,400000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: LOT 934, SECTION 11
Owned:
Area: 285
Estimated Present Value: 400000
Mortgaged: No"
Export,1213,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,2,Apartment,Mount-Lebanon Kesrouane,,,,,130,130.0,80000,80000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: LOT 1646, SECTION 21, BLOCK A
Inherited: 2021
Owned: 2021
Area: 130
Estimated Present Value: 80000
Mortgaged: No"
Export,1216,202610,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,1,Apartment,Beirut Achrafieh,,,,,112,112.0,200000,200000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Beirut Achrafieh
Lot, Section, Block Number: 4615
Owned:
Area: 112
Estimated Present Value: 200000
Mortgaged: No"
Export,1216,202610,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,2,Land,Mount-Lebanon Baabda,,,,,2764,2764.0,300000,300000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 600
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 262
Inherited: 1977
Owned: 1977
Area: 2764
Estimated Present Value: 300000
Mortgaged: No"
Export,1217,202610,Undergraduate,denied,"Eastwood College, Kfarshima",0,0,1,Land,Baalbek-Hermel Baalbek,,,,,8699,8699.0,35000,35000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 896
Owned:
Area: 8699
Estimated Present Value: 35000
Mortgaged: No"
Export,1217,202610,Undergraduate,denied,"Eastwood College, Kfarshima",0,0,2,Land,Baalbek-Hermel Baalbek,,,,,744,744.0,4000,4000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 897
Owned:
Area: 744
Estimated Present Value: 4000
Mortgaged: No"
Export,1217,202610,Undergraduate,denied,"Eastwood College, Kfarshima",0,0,3,Land,Baalbek-Hermel Baalbek,,,,,1150,1150.0,5000,5000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 900
Owned:
Area: 1150
Estimated Present Value: 5000
Mortgaged: No
Planted - Income:"
Export,1217,202610,Undergraduate,denied,"Eastwood College, Kfarshima",0,0,4,Land,Baalbek-Hermel Baalbek,,,,,4413,4413.0,20000,20000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 901
Owned:
Area: 4413
Estimated Present Value: 20000
Mortgaged: No"
Export,1217,202610,Undergraduate,denied,"Eastwood College, Kfarshima",0,0,5,Land,Baalbek-Hermel Baalbek,,,,,5916,5916.0,18000,18000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 1696
Owned:
Area: 5916
Estimated Present Value: 18000
Mortgaged: No"
Export,1218,202711,Professional,denied,,1,2,1,Apartment,Beirut Mousaitbeh,,,,,145,145.0,"250,000 USD",250000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Beirut Mousaitbeh
Lot, Section, Block Number: 3304-11-NA
Owned:
Area: 145
Estimated Present Value: 250,000 USD
Mortgaged: No"
Export,1218,202711,Professional,denied,,1,2,2,Apartment,Beirut Mousaitbeh,,,,,145,145.0,"250,000 USD",250000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Beirut Mousaitbeh
Lot, Section, Block Number: 3304-8-NA
Owned:
Area: 145
Estimated Present Value: 250,000 USD
Mortgaged: No"
Export,1218,202711,Professional,denied,,1,2,3,Apartment,Mount-Lebanon Aley,,,,,107,107.0,"75,000 USD",75000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 1585-16-NA
Owned:
Area: 107
Estimated Present Value: 75,000 USD
Mortgaged: No"
Export,1218,202711,Professional,denied,,1,2,4,Apartment,Mount-Lebanon Aley,,,,,90,90.0,"50,000 USD",50000.0,usd,usd,no,0,"1,800",1800.0,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 4553-8-A
Owned:
Area: 90
Estimated Present Value: 50,000 USD
Mortgaged: No
Rented: 1,800"
Export,1219,202510,Graduate,denied,,1,2,1,House,Mount-Lebanon Jbeil,,,,,310,310.0,No idea,,,,no,0,,,,,property_section_key_value,1,unknown_labels; estimated_value_unparsed,"Type: House
Info:
Owned shares: N/A
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 4059- 4
Owned:
Area: 310
Estimated Present Value: No idea
Mortgaged: No"
Export,1219,202510,Graduate,denied,,1,2,2,Business Premises,Mount-Lebanon Jbeil,,,,,32,32.0,No idea,,,,yes,1,,,,,property_section_key_value,1,unknown_labels; estimated_value_unparsed,"Type: Business Premises
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 1513-26
Owned:
Area: 32
Estimated Present Value: No idea
Mortgaged: Yes"
Export,1219,202510,Graduate,denied,,1,2,3,Business Premises,Mount-Lebanon Jbeil,,,,,63,63.0,No idea,,,,yes,1,,,,,property_section_key_value,1,unknown_labels; estimated_value_unparsed,"Type: Business Premises
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 1513- 27
Owned:
Area: 63
Estimated Present Value: No idea
Mortgaged: Yes"
Export,1219,202510,Graduate,denied,,1,2,4,Land,North Lebanon Batroun,,,,,2000,2000.0,No idea,,,,no,0,,,75,75.0,property_section_key_value,1,unknown_labels; estimated_value_unparsed,"Type: Land
Info:
Owned shares: 1200
Location: North Lebanon Batroun
Lot, Section, Block Number: 2135
Inherited: 2001
Area: 2000
Estimated Present Value: No idea
Mortgaged: No
Planted - Income: 75"
Export,1220,202520,Undergraduate,denied,"College Notre Dame de Nazareth (NDN), Achrafieh",1,1,1,Apartment,Beirut Achrafieh,,,,,225,225.0,400000,400000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Beirut Achrafieh
Lot, Section, Block Number: 3792,5
Owned:
Area: 225
Estimated Present Value: 400000
Mortgaged: No"
Export,1220,202520,Undergraduate,denied,"College Notre Dame de Nazareth (NDN), Achrafieh",1,1,2,Business Premises,Beirut Achrafieh,,,,,150,150.0,"150,000",150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares: 2400
Location: Beirut Achrafieh
Lot, Section, Block Number: 3792,2
Owned:
Area: 150
Estimated Present Value: 150,000
Mortgaged: No"
Export,1220,202520,Undergraduate,denied,"College Notre Dame de Nazareth (NDN), Achrafieh",1,1,3,Apartment,Beirut Adlieh,,,,,150,150.0,150000,150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Beirut Adlieh
Lot, Section, Block Number: 4818,14
Inherited: 12 years
Area: 150
Estimated Present Value: 150000
Mortgaged: No"
Export,1220,202520,Undergraduate,denied,"College Notre Dame de Nazareth (NDN), Achrafieh",1,1,4,Land,Mount-Lebanon Chouf,,,,,1600,1600.0,75000,75000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 2634
Inherited: 2
Area: 1600
Estimated Present Value: 75000
Mortgaged: No"
Export,1222,202710,Undergraduate,awarded,"Al Kawthar School, Bir Hassan",0,0,1,Apartment,Mount-Lebanon Baabda,,,,,216,216.0,"105,000$",105000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 608
Inherited: 2020
Owned: 2020
Area: 216
Estimated Present Value: 105,000$
Mortgaged: No"
Export,1222,202710,Undergraduate,awarded,"Al Kawthar School, Bir Hassan",0,0,2,Business Premises,Mount-Lebanon Baabda,,,,,172,172.0,"130,000$",130000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares: 2400
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 1645
Inherited: 2020
Owned: 2020
Area: 172
Estimated Present Value: 130,000$
Mortgaged: No"
Export,1223,202710,Undergraduate,denied,Lycee Libanais Francophone LLC,0,0,1,Apartment,Mount-Lebanon Jbeil,,,,,202,202.0,250000,250000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: plot 2697 section 9
Owned:
Area: 202
Estimated Present Value: 250000
Mortgaged: No"
Export,1223,202710,Undergraduate,denied,Lycee Libanais Francophone LLC,0,0,2,Apartment,Mount-Lebanon Jbeil,,,,,160,160.0,100000,100000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: plot3992 section 11
Owned:
Area: 160
Estimated Present Value: 100000
Mortgaged: No"
Export,1223,202710,Undergraduate,denied,Lycee Libanais Francophone LLC,0,0,3,Land,Mount-Lebanon Jbeil,,,,,1024,1024.0,300000,300000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: plot 459 - kartboun
Inherited: 2007
Area: 1024
Estimated Present Value: 300000
Mortgaged: No
Planted - Income:"
Export,1223,202710,Undergraduate,denied,Lycee Libanais Francophone LLC,0,0,4,Land,Mount-Lebanon Jbeil,,,,,1617,1617.0,500000,500000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 800
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: plot 458 kartboun
Inherited: 2007
Area: 1617
Estimated Present Value: 500000
Mortgaged: No"
Export,1224,202610,Undergraduate,awarded,"Saint Mary's Orthodox College (SMOC), Beirut",0,0,1,Land,Mount-Lebanon Chouf,,,,,579,579.0,"20,000",20000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 1975
Owned:
Area: 579
Estimated Present Value: 20,000
Mortgaged: No"
Export,1225,202610,Undergraduate,awarded,"College Saint Sauveur (CSS), Badaro",0,0,1,House,Outside Lebanon,,,,,110,110.0,8000,8000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares:
Location: Outside Lebanon
Lot, Section, Block Number: N/A
Owned:
Area: 110
Estimated Present Value: 8000
Mortgaged: No"
Export,1225,202610,Undergraduate,awarded,"College Saint Sauveur (CSS), Badaro",0,0,2,Land,Outside Lebanon,,,,,100,100.0,6000,6000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 0000
Location: Outside Lebanon
Lot, Section, Block Number: N/A
Owned:
Area: 100
Estimated Present Value: 6000
Mortgaged: No"
Export,1227,202510,Graduate,awarded,,1,2,1,House,Mount-Lebanon Baabda,,,,,99,99.0,60000 $,60000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: owned house
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 1340-17
Owned:
Area: 99
Estimated Present Value: 60000 $
Mortgaged: No"
Export,1228,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,1,House,Mount-Lebanon Matn,,,,,300 m,300.0,"$600,000",600000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 238
Inherited: 1978
Owned: 1978
Area: 300 m
Estimated Present Value: $600,000
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,1,Apartment,Mount-Lebanon Matn,,,,,1131,1131.0,70000,70000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 212
Owned:
Area: 1131
Estimated Present Value: 70000
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,2,Apartment,Mount-Lebanon Matn,,,,,125,125.0,90000,90000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 603/13
Owned:
Area: 125
Estimated Present Value: 90000
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,3,Apartment,Mount-Lebanon Jbeil,,,,,28,28.0,11500,11500.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2444/4
Inherited: 2010
Area: 28
Estimated Present Value: 11500
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,4,Apartment,Mount-Lebanon Jbeil,,,,,200,200.0,110000,110000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2444/5
Inherited: 2010
Area: 200
Estimated Present Value: 110000
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,5,Land,Mount-Lebanon Jbeil,,,,,220,220.0,6600,6600.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2399
Inherited: 2006
Area: 220
Estimated Present Value: 6600
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,6,Land,Mount-Lebanon Jbeil,,,,,530,530.0,15900,15900.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2400
Inherited: 2006
Area: 530
Estimated Present Value: 15900
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,7,Land,Mount-Lebanon Jbeil,,,,,870,870.0,26100,26100.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2403
Inherited: 2006
Area: 870
Estimated Present Value: 26100
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,8,Land,Mount-Lebanon Jbeil,,,,,95,95.0,3600,3600.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1800
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2419
Inherited: 206
Area: 95
Estimated Present Value: 3600
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,9,Land,Mount-Lebanon Jbeil,,,,,75,75.0,2900,2900.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1800
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2439
Inherited: 2006
Area: 75
Estimated Present Value: 2900
Mortgaged: No"
Export,1229,202710,Undergraduate,denied,"L'Athenee de Beyrouth, Bsalim",0,0,10,Land,Mount-Lebanon Jbeil,,,,,60,60.0,3000,3000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2441
Inherited: 2006
Area: 60
Estimated Present Value: 3000
Mortgaged: No"
Export,1230,202510,Graduate,awarded,,1,2,1,Apartment,South Lebanon Saida,,,,,135 m2,135.0,"40,000$",40000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: current home
Owned shares: none
Location: South Lebanon Saida
Lot, Section, Block Number: 409,7/5, no block
Owned:
Area: 135 m2
Estimated Present Value: 40,000$
Mortgaged: No"
Export,1230,202510,Graduate,awarded,,1,2,2,Apartment,South Lebanon Saida,,,,,135m2,2.0,"40,000$",40000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: empty flat
Owned shares: 1200
Location: South Lebanon Saida
Lot, Section, Block Number: 409,11/2,no block
Owned:
Area: 135m2
Estimated Present Value: 40,000$
Mortgaged: No"
Export,1230,202510,Graduate,awarded,,1,2,3,Apartment,Mount-Lebanon Baabda,,,,,65 m2,65.0,"100,000$",100000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info: empty flat
Owned shares: 2400
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 2444,14,Block B
Owned:
Area: 65 m2
Estimated Present Value: 100,000$
Mortgaged: No"
Export,1232,202610,Undergraduate,awarded,"Christian Teaching Institute (CTI), Sin El Fil Maten",1,1,1,Apartment,Mount-Lebanon Matn,,,,,66,66.0,"$ 30,000",30000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 3153, 29, None
Inherited: 2012
Owned: 2012
Area: 66
Estimated Present Value: $ 30,000
Mortgaged: No"
Export,1233,202610,Undergraduate,awarded,Imam Khomeini High School,0,0,1,House,Mount-Lebanon Baabda,,,,,140,140.0,70000,70000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares:
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: number 171 section 11 block A
Inherited: 2019
Owned: 2019
Area: 140
Estimated Present Value: 70000
Mortgaged: No"
Export,1233,202610,Undergraduate,awarded,Imam Khomeini High School,0,0,2,House,Mount-Lebanon Baabda,,,,,100,100.0,70000,70000.0,,unknown,yes,1,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 2400
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: number 4360 section 13
Owned:
Area: 100
Estimated Present Value: 70000
Mortgaged: Yes"
Export,1234,202610,Undergraduate,,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",1,1,1,House,Mount-Lebanon Kesrouane,,,,,150,150.0,"150,000",150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares:
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 1196
Owned:
Area: 150
Estimated Present Value: 150,000
Mortgaged: No"
Export,1234,202610,Undergraduate,,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",1,1,2,House,Mount-Lebanon Matn,,,,,203,203.0,"250,000",250000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 2161
Owned:
Area: 203
Estimated Present Value: 250,000
Mortgaged: No"
Export,1234,202610,Undergraduate,,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",1,1,3,Land,Mount-Lebanon Matn,,,,,500,500.0,"200,000",200000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1200
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1351
Inherited: 2007
Area: 500
Estimated Present Value: 200,000
Mortgaged: No
Planted - Income:"
Export,1237,202610,Undergraduate,awarded,Education and Teaching Secondary School (ETSS),0,0,1,Land,Nabatieh Hasbaiya,,,,,4243,4243.0,10000,10000.0,,unknown,no,0,,,"1,000",1000.0,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: Nabatieh Hasbaiya
Lot, Section, Block Number: 55
Inherited: 2006
Owned: 2006
Area: 4243
Estimated Present Value: 10000
Mortgaged: No
Planted - Income: 1,000"
