source_row_number,field_name,issue_code,raw_value,detail
2385,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2385,School,school_missing,,School is blank in the source export
2392,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2392,School,school_missing,,School is blank in the source export
2398,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2398,School,school_missing,,School is blank in the source export
2400,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2400,School,school_missing,,School is blank in the source export
2407,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2407,School,school_missing,,School is blank in the source export
2411,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2414,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2414,School,school_missing,,School is blank in the source export
2415,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2416,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2417,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2417,School,school_missing,,School is blank in the source export
2419,Father Income Document,parent_income_unparsed,"-190,000",Could not confidently parse a numeric amount
2419,Father Income Document,parent_income_needs_review,"-190,000",unparsed_text
2422,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2422,School,school_missing,,School is blank in the source export
2432,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2432,Father Income Document,parent_income_unparsed,-40000,Could not confidently parse a numeric amount
2432,Father Income Document,parent_income_needs_review,-40000,unparsed_text
2432,School,school_missing,,School is blank in the source export
2434,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2436,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2436,School,school_missing,,School is blank in the source export
2438,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2438,School,school_missing,,School is blank in the source export
2442,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2442,School,school_missing,,School is blank in the source export
2442,School,school_missing_undergraduate,,School is blank for an undergraduate application
2447,Loans,large_monetary_value_review,"Reason: Apartment
Source: SGBL
Mortgaged Asset: Same apartment
Start Date: 2016-03-16
End Date: 2041-01-15
Total Amount: 196,000,000 L.L
Monthly Payment: 700,000 L.L
Remaining Balance: 134,400,000 L.L
Remaining Years: 16",loans_total_amount=196000000.0; currency_signal=lbp; currency_guess=lbp
2447,Loans,large_monetary_value_review,"Reason: Apartment
Source: SGBL
Mortgaged Asset: Same apartment
Start Date: 2016-03-16
End Date: 2041-01-15
Total Amount: 196,000,000 L.L
Monthly Payment: 700,000 L.L
Remaining Balance: 134,400,000 L.L
Remaining Years: 16",loans_total_remaining_balance=134400000.0; currency_signal=lbp; currency_guess=lbp
2455,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2455,School,school_missing,,School is blank in the source export
2464,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2464,School,school_missing,,School is blank in the source export
2468,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2468,School,school_missing,,School is blank in the source export
2469,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2469,School,school_missing,,School is blank in the source export
2474,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2477,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2477,School,school_missing,,School is blank in the source export
2477,School,school_missing_undergraduate,,School is blank for an undergraduate application
2482,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2482,School,school_missing,,School is blank in the source export
2483,Loans,mixed_currency_signal,"Reason: Housing loan
Source: Credit libanais sal
Mortgaged Asset: Apartment 1644 block b
Start Date: 2011-10-08
End Date: 2039-10-08
Total Amount: Lbp 300,000,000
Monthly Payment: Lbp 1,755,000
Remaining Balance: Lbp 216,000,000
Remaining Years: 14 years

Reason: Personal
Source: Cfc
Mortgaged Asset: None
Start Date: 2025-06-04
End Date: 2026-12-04
Total Amount: Usd 6000
Monthly Payment: Usd 420
Remaining Balance: Usd 5500
Remaining Years: 1.3",Contains both USD and LBP/L.L. markers
2483,Loans,large_monetary_value_review,"Reason: Housing loan
Source: Credit libanais sal
Mortgaged Asset: Apartment 1644 block b
Start Date: 2011-10-08
End Date: 2039-10-08
Total Amount: Lbp 300,000,000
Monthly Payment: Lbp 1,755,000
Remaining Balance: Lbp 216,000,000
Remaining Years: 14 years

Reason: Personal
Source: Cfc
Mortgaged Asset: None
Start Date: 2025-06-04
End Date: 2026-12-04
Total Amount: Usd 6000
Monthly Payment: Usd 420
Remaining Balance: Usd 5500
Remaining Years: 1.3",loans_total_amount=300006000.0; currency_signal=mixed; currency_guess=mixed
2483,Loans,large_monetary_value_review,"Reason: Housing loan
Source: Credit libanais sal
Mortgaged Asset: Apartment 1644 block b
Start Date: 2011-10-08
End Date: 2039-10-08
Total Amount: Lbp 300,000,000
Monthly Payment: Lbp 1,755,000
Remaining Balance: Lbp 216,000,000
Remaining Years: 14 years

Reason: Personal
Source: Cfc
Mortgaged Asset: None
Start Date: 2025-06-04
End Date: 2026-12-04
Total Amount: Usd 6000
Monthly Payment: Usd 420
Remaining Balance: Usd 5500
Remaining Years: 1.3",loans_total_remaining_balance=216005500.0; currency_signal=mixed; currency_guess=mixed
2485,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2485,School,school_missing,,School is blank in the source export
2486,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2486,School,school_missing,,School is blank in the source export
2486,School,school_missing_undergraduate,,School is blank for an undergraduate application
2489,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2489,School,school_missing,,School is blank in the source export
2489,School,school_missing_undergraduate,,School is blank for an undergraduate application
2492,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2492,School,school_missing,,School is blank in the source export
2492,School,school_missing_undergraduate,,School is blank for an undergraduate application
2494,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2494,School,school_missing,,School is blank in the source export
2496,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2496,School,school_missing,,School is blank in the source export
2497,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2497,School,school_missing,,School is blank in the source export
2509,Father Income Document,parent_income_unparsed,-32000,Could not confidently parse a numeric amount
2509,Father Income Document,parent_income_needs_review,-32000,unparsed_text
2509,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
2512,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2512,School,school_missing,,School is blank in the source export
2512,School,school_missing_undergraduate,,School is blank for an undergraduate application
2514,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2514,School,school_missing,,School is blank in the source export
2515,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2515,School,school_missing,,School is blank in the source export
2517,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2517,School,school_missing,,School is blank in the source export
2517,School,school_missing_undergraduate,,School is blank for an undergraduate application
2519,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2519,School,school_missing,,School is blank in the source export
2522,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2522,School,school_missing,,School is blank in the source export
2522,School,school_missing_undergraduate,,School is blank for an undergraduate application
2524,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2524,School,school_missing,,School is blank in the source export
2530,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2530,School,school_missing,,School is blank in the source export
2531,Over and Above - Percentage Awarded,merit_plus_over_and_above_exceeds_50_rule,80,merit_pct=0.0; over_and_above_pct=80.0
2534,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2534,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'awarded_donor_funded_scholarship'
2534,School,school_missing,,School is blank in the source export
2535,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2539,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2542,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2542,School,school_missing,,School is blank in the source export
2542,School,school_missing_undergraduate,,School is blank for an undergraduate application
2543,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2543,School,school_missing,,School is blank in the source export
2547,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2547,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_graduate'
2547,School,school_missing,,School is blank in the source export
2553,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2555,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2555,School,school_missing,,School is blank in the source export
2555,School,school_missing_undergraduate,,School is blank for an undergraduate application
2558,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2558,School,school_missing,,School is blank in the source export
2560,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'awarded_donor_funded_scholarship'
2567,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2567,School,school_missing,,School is blank in the source export
2568,Father Income Document,parent_income_unparsed,retired,Could not confidently parse a numeric amount
2568,Father Income Document,parent_income_needs_review,retired,unparsed_text
2576,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2576,School,school_missing,,School is blank in the source export
2580,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2580,School,school_missing,,School is blank in the source export
2582,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2582,School,school_missing,,School is blank in the source export
2582,Father Income Document,likely_lbp_without_currency_marker,2060642,father_income_document=2060642.0; currency_signal=none; currency_guess=likely_lbp_unmarked
2587,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2587,School,school_missing,,School is blank in the source export
2587,School,school_missing_undergraduate,,School is blank for an undergraduate application
2591,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2597,Loans,loan_remaining_balance_non_monetary_text,"Reason: Housing Loan
Source: General Housing Corporation
Mortgaged Asset: A residential apartment on the property 874, section 8, Kfarsaroun real estate area
Start Date: 2011-03-01
End Date:
Total Amount:
Monthly Payment:
Remaining Balance:
Remaining Years:",Remaining Balance contains duration text instead of a monetary amount
2598,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2598,School,school_missing,,School is blank in the source export
2598,School,school_missing_undergraduate,,School is blank for an undergraduate application
2604,Loans,large_monetary_value_review,"Reason: Housing
Source: Banque De L'Habitat
Mortgaged Asset: The Appartment
Start Date: 2017-10-20
End Date: 2044-10-20
Total Amount: 186000000 LBP
Monthly Payment: 1131359 LBP
Remaining Balance: 151424000 LBP
Remaining Years: 70",loans_total_amount=186000000.0; currency_signal=lbp; currency_guess=lbp
2604,Loans,large_monetary_value_review,"Reason: Housing
Source: Banque De L'Habitat
Mortgaged Asset: The Appartment
Start Date: 2017-10-20
End Date: 2044-10-20
Total Amount: 186000000 LBP
Monthly Payment: 1131359 LBP
Remaining Balance: 151424000 LBP
Remaining Years: 70",loans_total_remaining_balance=151424000.0; currency_signal=lbp; currency_guess=lbp
2606,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2606,School,school_missing,,School is blank in the source export
2608,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2608,School,school_missing,,School is blank in the source export
2610,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2610,School,school_missing,,School is blank in the source export
2616,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2620,Mother Income Document,parent_income_unparsed,NSSF,Could not confidently parse a numeric amount
2620,Mother Income Document,parent_income_needs_review,NSSF,unparsed_text
2623,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2623,School,school_missing,,School is blank in the source export
2632,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2632,School,school_missing,,School is blank in the source export
2632,School,school_missing_undergraduate,,School is blank for an undergraduate application
2638,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2640,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
2645,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2650,Loans,large_monetary_value_review,"Reason: Apartment
Source: Iskan
Mortgaged Asset: Apartment
Start Date: 2002-04-08
End Date: 2026-03-03
Total Amount: 174,303,000 LBP
Monthly Payment: 406000 LBP
Remaining Balance: 6,735,036
Remaining Years: 17 months",loans_total_amount=174303000.0; currency_signal=lbp; currency_guess=lbp
2656,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2656,School,school_missing,,School is blank in the source export
2659,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
2667,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2667,School,school_missing,,School is blank in the source export
2669,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2672,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2673,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2673,School,school_missing,,School is blank in the source export
2675,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2675,School,school_missing,,School is blank in the source export
2675,School,school_missing_undergraduate,,School is blank for an undergraduate application
2679,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2679,Father Income Document,parent_income_unparsed,NSSF,Could not confidently parse a numeric amount
2679,Mother Income Document,parent_income_unparsed,NSSF,Could not confidently parse a numeric amount
2679,Father Income Document,parent_income_needs_review,NSSF,unparsed_text
2679,Mother Income Document,parent_income_needs_review,NSSF,unparsed_text
2679,School,school_missing,,School is blank in the source export
2688,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2688,School,school_missing,,School is blank in the source export
2690,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2690,School,school_missing,,School is blank in the source export
2692,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2692,School,school_missing,,School is blank in the source export
2696,Loans,mixed_currency_signal,"Reason: Car Purchase
Source: Byblos Bank
Mortgaged Asset: Car
Start Date: 2015-09-09
End Date: 2020-09-09
Total Amount: 15 761 $
Monthly Payment: 314 $
Remaining Balance: 7 222 $
Remaining Years: 4

Reason: House Purchase
Source: Public Corporation for Housing through Fransabank
Mortgaged Asset: House
Start Date: 2003-10-24
End Date: 2027-10-24
Total Amount: 58 000 000 LBP
Monthly Payment: 402 778 LBP
Remaining Balance: 47 352 972 LBP
Remaining Years: 4",Contains both USD and LBP/L.L. markers
2698,Over and Above - Percentage Awarded,merit_plus_over_and_above_exceeds_50_rule,15,merit_pct=40.0; over_and_above_pct=15.0
2705,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2705,School,school_missing,,School is blank in the source export
2714,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2714,School,school_missing,,School is blank in the source export
2718,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2718,School,school_missing,,School is blank in the source export
2724,School,school_missing,,School is blank in the source export
2724,School,school_missing_undergraduate,,School is blank for an undergraduate application
2726,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2726,School,school_missing,,School is blank in the source export
2726,School,school_missing_undergraduate,,School is blank for an undergraduate application
2733,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2733,School,school_missing,,School is blank in the source export
2740,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2740,School,school_missing,,School is blank in the source export
2741,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2741,School,school_missing,,School is blank in the source export
2743,Father Work Status,likely_lbp_without_currency_marker,"Status: Employed
Employed In: Private Sector
Position: Business Manager
Institution or Employer's Name: Universal College - Aley
Annual Income: 43,200,000
Educational Benefits:
Accomodation: 0
Commission: 0
Bonuses: 0
Other Benefits: 0",father_annual_income_from_work_status=43200000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
2754,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2754,School,school_missing,,School is blank in the source export
2754,School,school_missing_undergraduate,,School is blank for an undergraduate application
2755,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2755,School,school_missing,,School is blank in the source export
2755,School,school_missing_undergraduate,,School is blank for an undergraduate application
2756,Mother Income Document,parent_income_unparsed,NSSF,Could not confidently parse a numeric amount
2756,Mother Income Document,parent_income_needs_review,NSSF,unparsed_text
2772,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2772,School,school_missing,,School is blank in the source export
2772,School,school_missing_undergraduate,,School is blank for an undergraduate application
2773,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2773,School,school_missing,,School is blank in the source export
2774,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2774,School,school_missing,,School is blank in the source export
2787,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2787,School,school_missing,,School is blank in the source export
2788,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2788,School,school_missing,,School is blank in the source export
2789,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2791,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2791,School,school_missing,,School is blank in the source export
2795,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2795,School,school_missing,,School is blank in the source export
2795,Financial Assistants,large_monetary_value_review,"Father is a retired Doctor from the Lebanese University. Yearly 120,000,000 LL",financial_assistants_total_est_annual_amount=120000000.0; currency_signal=lbp; currency_guess=lbp
2798,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2798,School,school_missing,,School is blank in the source export
2806,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2806,School,school_missing,,School is blank in the source export
2808,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2808,School,school_missing,,School is blank in the source export
2810,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2810,School,school_missing,,School is blank in the source export
2812,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2812,School,school_missing,,School is blank in the source export
2813,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2813,School,school_missing,,School is blank in the source export
2818,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2818,School,school_missing,,School is blank in the source export
2824,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2824,School,school_missing,,School is blank in the source export
2824,School,school_missing_undergraduate,,School is blank for an undergraduate application
2825,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2825,School,school_missing,,School is blank in the source export
2828,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2828,School,school_missing,,School is blank in the source export
2828,School,school_missing_undergraduate,,School is blank for an undergraduate application
2829,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2830,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2830,School,school_missing,,School is blank in the source export
2831,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2831,School,school_missing,,School is blank in the source export
2832,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2836,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2836,School,school_missing,,School is blank in the source export
2836,School,school_missing_undergraduate,,School is blank for an undergraduate application
2838,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2838,School,school_missing,,School is blank in the source export
2842,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2842,School,school_missing,,School is blank in the source export
2842,Loans,loan_balance_exceeds_total_amount,"Reason: House Mortgage
Source: المؤسسة العامة للإسكان
Mortgaged Asset: House
Start Date: 2002-07-30
End Date: 2029-08-01
Total Amount: 33
Monthly Payment: 3
Remaining Balance: 209
Remaining Years: 5",Remaining balance exceeds total amount for at least one parsed loan block
2844,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2844,School,school_missing,,School is blank in the source export
2846,Father Income Document,likely_lbp_without_currency_marker,1998248,father_income_document=1998248.0; currency_signal=none; currency_guess=likely_lbp_unmarked
2849,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2849,School,school_missing,,School is blank in the source export
2850,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2850,School,school_missing,,School is blank in the source export
2853,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2853,School,school_missing,,School is blank in the source export
2857,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2857,School,school_missing,,School is blank in the source export
2859,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2860,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2861,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2861,School,school_missing,,School is blank in the source export
2862,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2862,School,school_missing,,School is blank in the source export
2864,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2864,School,school_missing,,School is blank in the source export
2867,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2870,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2870,School,school_missing,,School is blank in the source export
2871,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2871,School,school_missing,,School is blank in the source export
2873,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2877,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
2884,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2884,School,school_missing,,School is blank in the source export
2887,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2887,School,school_missing,,School is blank in the source export
2891,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2891,School,school_missing,,School is blank in the source export
2892,Loans,large_monetary_value_review,"Reason: home loan
Source: bank of beirut
Mortgaged Asset: plot # 4622 - 7 Mazraa
Start Date: 2017-04-26
End Date: 2029-04-26
Total Amount: 225000000 lbp
Monthly Payment: 1560000 lbp
Remaining Balance: 122347000 lbp
Remaining Years: 5 years",loans_total_amount=225000000.0; currency_signal=lbp; currency_guess=lbp
2892,Loans,large_monetary_value_review,"Reason: home loan
Source: bank of beirut
Mortgaged Asset: plot # 4622 - 7 Mazraa
Start Date: 2017-04-26
End Date: 2029-04-26
Total Amount: 225000000 lbp
Monthly Payment: 1560000 lbp
Remaining Balance: 122347000 lbp
Remaining Years: 5 years",loans_total_remaining_balance=122347000.0; currency_signal=lbp; currency_guess=lbp
2893,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2893,School,school_missing,,School is blank in the source export
2895,Loans,loan_balance_exceeds_total_amount,"Reason: money deficit
Source: Bank
Mortgaged Asset: no asset
Start Date: 2024-08-27
End Date: 2028-09-12
Total Amount: 24500$
Monthly Payment: 1082$
Remaining Balance: 36788$
Remaining Years: 3

Reason: Shortage of money
Source: Bank
Mortgaged Asset: nothing
Start Date: 2025-09-29
End Date: 2026-08-29
Total Amount: 17300$
Monthly Payment: 1827$
Remaining Balance: 19443
Remaining Years: 1",Remaining balance exceeds total amount for at least one parsed loan block
2895,Loans,loan_balance_exceeds_total_amount,"Reason: money deficit
Source: Bank
Mortgaged Asset: no asset
Start Date: 2024-08-27
End Date: 2028-09-12
Total Amount: 24500$
Monthly Payment: 1082$
Remaining Balance: 36788$
Remaining Years: 3

Reason: Shortage of money
Source: Bank
Mortgaged Asset: nothing
Start Date: 2025-09-29
End Date: 2026-08-29
Total Amount: 17300$
Monthly Payment: 1827$
Remaining Balance: 19443
Remaining Years: 1",Remaining balance exceeds total amount for at least one parsed loan block
2901,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2901,School,school_missing,,School is blank in the source export
2905,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2905,School,school_missing,,School is blank in the source export
2906,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2906,School,school_missing,,School is blank in the source export
2911,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2911,School,school_missing,,School is blank in the source export
2912,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2912,School,school_missing,,School is blank in the source export
2913,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2913,School,school_missing,,School is blank in the source export
2919,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2919,School,school_missing,,School is blank in the source export
2920,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2922,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2922,School,school_missing,,School is blank in the source export
2923,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2923,School,school_missing,,School is blank in the source export
2925,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2925,School,school_missing,,School is blank in the source export
2926,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2926,School,school_missing,,School is blank in the source export
2926,School,school_missing_undergraduate,,School is blank for an undergraduate application
2927,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2927,School,school_missing,,School is blank in the source export
2927,School,school_missing_undergraduate,,School is blank for an undergraduate application
2929,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2929,School,school_missing,,School is blank in the source export
2929,School,school_missing_undergraduate,,School is blank for an undergraduate application
2930,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2930,School,school_missing,,School is blank in the source export
2932,Loans,large_monetary_value_review,"Reason: Housing Loan
Source: Central Bank of Lebanon
Mortgaged Asset: Appartment
Start Date: 2005-10-10
End Date: 2030-11-01
Total Amount: 189,562,226 LBP
Monthly Payment: 556,523 LBP
Remaining Balance: 48,511,329 LBP
Remaining Years: 5

Reason: Personal Loan
Source: Central Bank of Lebanon
Mortgaged Asset: None
Start Date: 2017-07-19
End Date: 2027-07-01
Total Amount: 25,000,000 LBP
Monthly Payment: 156,250 LBP
Remaining Balance: 4,455,000
Remaining Years: 2",loans_total_amount=214562226.0; currency_signal=lbp; currency_guess=lbp
2933,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2933,School,school_missing,,School is blank in the source export
2935,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2935,School,school_missing,,School is blank in the source export
2935,School,school_missing_undergraduate,,School is blank for an undergraduate application
2940,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2940,School,school_missing,,School is blank in the source export
2941,Loans,mixed_currency_signal,"Reason: University of my sister
Source: Universite saint-josef (usj)
Mortgaged Asset: my sister will pay the loa after graduition
Start Date: 2029-08-01
End Date: 2030-07-01
Total Amount: 59088000LL+2472$
Monthly Payment: 5188000LL+217$
Remaining Balance: 59088000LL+2472$
Remaining Years: 5",Contains both USD and LBP/L.L. markers
2944,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2944,School,school_missing,,School is blank in the source export
2945,Application Type,application_type_level_mismatch,Early Merit Sophomore,level=Professional; application_type=Early Merit Sophomore
2956,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2956,School,school_missing,,School is blank in the source export
2965,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2968,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2968,School,school_missing,,School is blank in the source export
2974,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2974,School,school_missing,,School is blank in the source export
2974,School,school_missing_undergraduate,,School is blank for an undergraduate application
2980,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2980,School,school_missing,,School is blank in the source export
2981,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2981,School,school_missing,,School is blank in the source export
2983,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2983,School,school_missing,,School is blank in the source export
2985,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2985,School,school_missing,,School is blank in the source export
2990,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2992,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
2992,School,school_missing,,School is blank in the source export
