source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,loan_reason,loan_source,loan_mortgaged_asset,loan_start_date,loan_end_date,loan_total_amount_raw,loan_total_amount,loan_total_amount_currency_signal,loan_total_amount_currency_guess,loan_monthly_payment_raw,loan_monthly_payment,loan_remaining_balance_raw,loan_remaining_balance,loan_remaining_balance_is_duration_flag,loan_remaining_years_raw,loan_remaining_years,loan_parse_method,loan_review_flag,loan_review_reasons,loan_raw_block
Export,1339,202710,Undergraduate,denied,"Ras Beirut International School, Ghobeiry",0,0,1,To pay life expenses specially after economic crisis in lebanon,Mashreq bank in UAE,Personal loan equal 20 times salary.,2022-12-27,2024-12-16,$160000,160000.0,usd,usd,$4000,4000.0,Transferred to DIB in Loan 2,2.0,0,0,0.0,loan_section_key_value,0,,"Reason: To pay life expenses specially after economic crisis in lebanon
Source: Mashreq bank in UAE
Mortgaged Asset: Personal loan equal 20 times salary.
Start Date: 2022-12-27
End Date: 2024-12-16
Total Amount: $160000
Monthly Payment: $4000
Remaining Balance: Transferred to DIB in Loan 2
Remaining Years: 0"
Export,1339,202710,Undergraduate,denied,"Ras Beirut International School, Ghobeiry",0,0,2,To close balance of first loan and top up the difference.,Dubai Islamic bank,Personal loan equal 20 times salary.,2025-01-02,2028-12-31,$143500,143500.0,usd,usd,$3385,3385.0,$125300,125300.0,0,3 years 1 months,3.0,loan_section_key_value,0,,"Reason: To close balance of first loan and top up the difference.
Source: Dubai Islamic bank
Mortgaged Asset: Personal loan equal 20 times salary.
Start Date: 2025-01-02
End Date: 2028-12-31
Total Amount: $143500
Monthly Payment: $3385
Remaining Balance: $125300
Remaining Years: 3 years 1 months"
Export,1341,202610,Undergraduate,awarded,"Amjad School, Choueifat",1,1,1,Insufficient finance,مؤسسة عامة للإسكان,House,2003-05-26,2027-05-26,"65,000,000LL",65000.0,lbp,lbp,"451,389LL",451.0,"48,750,012",48750012.0,0,3,3.0,loan_section_key_value,0,,"Reason: Insufficient finance
Source: مؤسسة عامة للإسكان
Mortgaged Asset: House
Start Date: 2003-05-26
End Date: 2027-05-26
Total Amount: 65,000,000LL
Monthly Payment: 451,389LL
Remaining Balance: 48,750,012
Remaining Years: 3"
Export,1360,202610,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,1,Needed For Work,Financement Auto,Car,2024-08-13,2031-07-22,76203,76203.0,,unknown,837.4,837.4,72853.4,72853.4,0,7,7.0,loan_section_key_value,0,,"Reason: Needed For Work
Source: Financement Auto
Mortgaged Asset: Car
Start Date: 2024-08-13
End Date: 2031-07-22
Total Amount: 76203
Monthly Payment: 837.4
Remaining Balance: 72853.4
Remaining Years: 7"
Export,1361,202510,Undergraduate,denied,College Des Saints Coeur Kfarhbab,0,0,1,Solar,Blom Bank,0,2022-08-05,2027-07-05,7580,7580.0,,unknown,127,127.0,5548,5548.0,0,4,4.0,loan_section_key_value,0,,"Reason: Solar
Source: Blom Bank
Mortgaged Asset: 0
Start Date: 2022-08-05
End Date: 2027-07-05
Total Amount: 7580
Monthly Payment: 127
Remaining Balance: 5548
Remaining Years: 4"
Export,1361,202510,Undergraduate,denied,College Des Saints Coeur Kfarhbab,0,0,2,Solar,Blom Bank,0,2022-09-09,2027-08-05,7580,7580.0,,unknown,127,127.0,5675,5675.0,0,4,4.0,loan_section_key_value,0,,"Reason: Solar
Source: Blom Bank
Mortgaged Asset: 0
Start Date: 2022-09-09
End Date: 2027-08-05
Total Amount: 7580
Monthly Payment: 127
Remaining Balance: 5675
Remaining Years: 4"
Export,1373,202710,Undergraduate,denied,"Deutsche Internationale Schule Beirut (DISB), Khaldah",0,0,1,To cover urgent travel expenses during the war and general debts,Saudi Arabia,0,2025-04-07,2029-04-06,80000,80000.0,,unknown,2000,2000.0,72000,72000.0,0,3.6 years,3.6,loan_section_key_value,0,,"Reason: To cover urgent travel expenses during the war and general debts
Source: Saudi Arabia
Mortgaged Asset: 0
Start Date: 2025-04-07
End Date: 2029-04-06
Total Amount: 80000
Monthly Payment: 2000
Remaining Balance: 72000
Remaining Years: 3.6 years"
Export,1379,202711,Professional,denied,,1,2,1,To open business in the past,Uncle,Yes,2018-12-01,2032-12-01,50000,50000.0,,unknown,200,200.0,50000,50000.0,0,7,7.0,loan_section_key_value,0,,"Reason: To open business in the past
Source: Uncle
Mortgaged Asset: Yes
Start Date: 2018-12-01
End Date: 2032-12-01
Total Amount: 50000
Monthly Payment: 200
Remaining Balance: 50000
Remaining Years: 7"
Export,1392,202610,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,1,Student loan for brother in France,Bank,21000,2020-09-10,2027-09-10,21000,21000.0,,unknown,452.55,452.55,15839.25,15839.25,0,3,3.0,loan_section_key_value,0,,"Reason: Student loan for brother in France
Source: Bank
Mortgaged Asset: 21000
Start Date: 2020-09-10
End Date: 2027-09-10
Total Amount: 21000
Monthly Payment: 452.55
Remaining Balance: 15839.25
Remaining Years: 3"
Export,1407,202610,Undergraduate,awarded,"The National Evangelical School in Nabatieh, Nabatieh",0,0,1,Housing Loan,General Establishment for Housing,250,2012-01-23,2038-01-23,2497,2497.0,,unknown,16,16.0,1050,1050.0,0,13,13.0,loan_section_key_value,0,,"Reason: Housing Loan
Source: General Establishment for Housing
Mortgaged Asset: 250
Start Date: 2012-01-23
End Date: 2038-01-23
Total Amount: 2497
Monthly Payment: 16
Remaining Balance: 1050
Remaining Years: 13"
Export,1411,202610,Undergraduate,denied,"College Mariste Champville, Antelias",0,0,1,purchase a house,BBAC,House,2010-06-10,2025-06-10,N/A,,,,N/A,,N/A,,0,N/A,,loan_section_key_value,1,total_amount_unparsed; monthly_payment_unparsed; remaining_balance_unparsed; remaining_years_unparsed,"Reason: purchase a house
Source: BBAC
Mortgaged Asset: House
Start Date: 2010-06-10
End Date: 2025-06-10
Total Amount: N/A
Monthly Payment: N/A
Remaining Balance: N/A
Remaining Years: N/A"
Export,1429,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",1,2,1,housing,med bank,house,2015-04-08,2030-10-31,LBP 568366473,568366473.0,lbp,lbp,LBP 3000000,3000000.0,186358484,186358484.0,0,6 years,6.0,loan_section_key_value,0,,"Reason: housing
Source: med bank
Mortgaged Asset: house
Start Date: 2015-04-08
End Date: 2030-10-31
Total Amount: LBP 568366473
Monthly Payment: LBP 3000000
Remaining Balance: 186358484
Remaining Years: 6 years"
Export,1430,202610,Undergraduate,awarded,"Lycee Abdel Kader, Beirut",0,0,1,Housing,Central Bank Of Lebanon,Apartment,2013-03-27,2036-03-27,191421,191421.0,,unknown,10,10.0,2000,2000.0,0,12,12.0,loan_section_key_value,0,,"Reason: Housing
Source: Central Bank Of Lebanon
Mortgaged Asset: Apartment
Start Date: 2013-03-27
End Date: 2036-03-27
Total Amount: 191421
Monthly Payment: 10
Remaining Balance: 2000
Remaining Years: 12"
Export,1431,202510,Undergraduate,awarded,"Hariri High School II, Beirut",1,2,1,Housing,Banque De L'habitat,appartment,2014-08-21,2040-08-31,"540,000,000 LBP",540000000.0,lbp,lbp,"2,123,990 LBP",2123990.0,"377,731,261 LBP",377731261.0,0,17,17.0,loan_section_key_value,0,,"Reason: Housing
Source: Banque De L'habitat
Mortgaged Asset: appartment
Start Date: 2014-08-21
End Date: 2040-08-31
Total Amount: 540,000,000 LBP
Monthly Payment: 2,123,990 LBP
Remaining Balance: 377,731,261 LBP
Remaining Years: 17"
Export,1438,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,1,Student Loan,FAFSA,NA,2023-12-27,2031-12-27,$19509,19509.0,usd,usd,$196.77,196.77,$17345,17345.0,0,8,8.0,loan_section_key_value,0,,"Reason: Student Loan
Source: FAFSA
Mortgaged Asset: NA
Start Date: 2023-12-27
End Date: 2031-12-27
Total Amount: $19509
Monthly Payment: $196.77
Remaining Balance: $17345
Remaining Years: 8"
Export,1438,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,2,Student loan,FAFSA,NA,2023-10-17,2036-06-17,$30750,30750.0,usd,usd,$196,196.0,$27514,27514.0,0,13,13.0,loan_section_key_value,0,,"Reason: Student loan
Source: FAFSA
Mortgaged Asset: NA
Start Date: 2023-10-17
End Date: 2036-06-17
Total Amount: $30750
Monthly Payment: $196
Remaining Balance: $27514
Remaining Years: 13"
Export,1439,202710,Undergraduate,awarded,"Khaled Bin Al Walid, Beirut",0,0,1,Educational loan,Ibad al-Rahman Association,None,2023-09-01,2045-12-31,13301$,13301.0,usd,usd,200$,200.0,8000$,8000.0,0,4,4.0,loan_section_key_value,0,,"Reason: Educational loan
Source: Ibad al-Rahman Association
Mortgaged Asset: None
Start Date: 2023-09-01
End Date: 2045-12-31
Total Amount: 13301$
Monthly Payment: 200$
Remaining Balance: 8000$
Remaining Years: 4"
Export,1445,202710,Undergraduate,awarded,"Irfan High School Hasbaya, Hasbaya",0,0,1,medication,AM bank,part of the money deposited in AM bank,2023-07-27,2029-06-01,7000$,7000.0,usd,usd,100$,100.0,4500$,4500.0,0,3 years and 9 months,9.0,loan_section_key_value,0,,"Reason: medication
Source: AM bank
Mortgaged Asset: part of the money deposited in AM bank
Start Date: 2023-07-27
End Date: 2029-06-01
Total Amount: 7000$
Monthly Payment: 100$
Remaining Balance: 4500$
Remaining Years: 3 years and 9 months"
Export,1463,202610,Undergraduate,denied,"Le Lycee National, Choueifat",1,1,1,buy an apartment,مصرف الاسكان,apartment,2015-02-06,2030-02-06,"255,560,000 LP",255560000.0,,likely_lbp_unmarked,"2,015,723 LP",2015723.0,"80,628,920 (estimate number until we recieve the contract)",80628920.0,0,3,3.0,loan_section_key_value,0,,"Reason: buy an apartment
Source: مصرف الاسكان
Mortgaged Asset: apartment
Start Date: 2015-02-06
End Date: 2030-02-06
Total Amount: 255,560,000 LP
Monthly Payment: 2,015,723 LP
Remaining Balance: 80,628,920 (estimate number until we recieve the contract)
Remaining Years: 3"
Export,1491,202610,Undergraduate,denied,"Rafic Hariri High School (RHHS), Saida",0,0,1,personal,Al-Qard Al-Hasan,gold,2024-02-20,2025-07-01,3143 $,3143.0,usd,usd,196 $,196.0,2156,2156.0,0,11 month,11.0,loan_section_key_value,0,,"Reason: personal
Source: Al-Qard Al-Hasan
Mortgaged Asset: gold
Start Date: 2024-02-20
End Date: 2025-07-01
Total Amount: 3143 $
Monthly Payment: 196 $
Remaining Balance: 2156
Remaining Years: 11 month"
Export,1491,202610,Undergraduate,denied,"Rafic Hariri High School (RHHS), Saida",0,0,2,personal,Al-Qard Al-Hasan,gold,2024-06-10,2025-09-10,1568 $,1568.0,usd,usd,105 $,105.0,1365 $,1365.0,0,one year,,loan_section_key_value,1,remaining_years_unparsed,"Reason: personal
Source: Al-Qard Al-Hasan
Mortgaged Asset: gold
Start Date: 2024-06-10
End Date: 2025-09-10
Total Amount: 1568 $
Monthly Payment: 105 $
Remaining Balance: 1365 $
Remaining Years: one year"
Export,1493,202710,Undergraduate,denied,"International College (IC), Beirut",0,0,1,Car Purchase,Emirates EBD,Car,2025-06-12,2028-07-02,32816,32816.0,,unknown,489.5,489.5,16643,16643.0,0,2.8,2.8,loan_section_key_value,0,,"Reason: Car Purchase
Source: Emirates EBD
Mortgaged Asset: Car
Start Date: 2025-06-12
End Date: 2028-07-02
Total Amount: 32816
Monthly Payment: 489.5
Remaining Balance: 16643
Remaining Years: 2.8"
Export,1499,202610,Undergraduate,denied,Lebanese Evangelical School for Boys and Girls,0,0,1,Housing,Bank of Beirut,House,2010-05-01,2025-05-01,180 000 000 LBP,180.0,lbp,lbp,1 000 000 LBP,1.0,6 000 000 LBP,6.0,0,1,1.0,loan_section_key_value,0,,"Reason: Housing
Source: Bank of Beirut
Mortgaged Asset: House
Start Date: 2010-05-01
End Date: 2025-05-01
Total Amount: 180 000 000 LBP
Monthly Payment: 1 000 000 LBP
Remaining Balance: 6 000 000 LBP
Remaining Years: 1"
Export,1502,202610,Undergraduate,denied,"LWIS City International School DT Beirut, Beirut",0,0,1,Moving,Friend,None,2024-10-15,2025-05-14,"8,000$",8000.0,usd,usd,"1,000$",1000.0,"5,000$",5000.0,0,5 months,5.0,loan_section_key_value,0,,"Reason: Moving
Source: Friend
Mortgaged Asset: None
Start Date: 2024-10-15
End Date: 2025-05-14
Total Amount: 8,000$
Monthly Payment: 1,000$
Remaining Balance: 5,000$
Remaining Years: 5 months"
Export,1509,202710,Undergraduate,denied,"Saint Mary's Orthodox College (SMOC), Beirut",0,0,1,Family support,Global Hub Company loan,0,2025-01-01,2026-03-31,4000,4000.0,,unknown,267,267.0,1600,1600.0,0,0.5,0.5,loan_section_key_value,0,,"Reason: Family support
Source: Global Hub Company loan
Mortgaged Asset: 0
Start Date: 2025-01-01
End Date: 2026-03-31
Total Amount: 4000
Monthly Payment: 267
Remaining Balance: 1600
Remaining Years: 0.5"
Export,1512,202610,Undergraduate,denied,International School Choueifat: Dubai,0,0,1,Car Loan,ADIB - Abu Dhabi Islamic Bank,Car,2023-10-25,2028-09-25,110882.40,110882.4,,unknown,1848.04,1848.04,86857.88,86857.88,0,4,4.0,loan_section_key_value,0,,"Reason: Car Loan
Source: ADIB - Abu Dhabi Islamic Bank
Mortgaged Asset: Car
Start Date: 2023-10-25
End Date: 2028-09-25
Total Amount: 110882.40
Monthly Payment: 1848.04
Remaining Balance: 86857.88
Remaining Years: 4"
Export,1514,202520,Undergraduate,denied,,1,4,1,Housing loan (under law suit),BLOM BANK,Apartment in Monteverde,2011-07-07,2031-07-07,"$204,000",204000.0,usd,usd,"$1,582",1582.0,"$107,000",107000.0,0,In law suit (attached file) as emaining balance was settled in LBP but rejected by bank,,loan_section_key_value,1,mixed_currency; remaining_years_unparsed,"Reason: Housing loan (under law suit)
Source: BLOM BANK
Mortgaged Asset: Apartment in Monteverde
Start Date: 2011-07-07
End Date: 2031-07-07
Total Amount: $204,000
Monthly Payment: $1,582
Remaining Balance: $107,000
Remaining Years: In law suit (attached file) as emaining balance was settled in LBP but rejected by bank"
Export,1516,202610,Undergraduate,awarded,"Saint Mary's Orthodox College (SMOC), Beirut",0,0,1,Housing Loan,BBAC SAL,Appartment,2016-09-05,2026-06-19,"$ 37,333",37333.0,usd,usd,$ 5.24,5.24,$ 104.8,104.8,0,1.5,1.5,loan_section_key_value,0,,"Reason: Housing Loan
Source: BBAC SAL
Mortgaged Asset: Appartment
Start Date: 2016-09-05
End Date: 2026-06-19
Total Amount: $ 37,333
Monthly Payment: $ 5.24
Remaining Balance: $ 104.8
Remaining Years: 1.5"
Export,1517,202610,Undergraduate,awarded,"Lycee Franco Libanais, Nahr Ibrahim",0,0,1,house renovation,Byblos bank,no,2018-07-04,2024-06-04,30000,30000.0,,unknown,709,709.0,22000,22000.0,0,0,0.0,loan_section_key_value,0,,"Reason: house renovation
Source: Byblos bank
Mortgaged Asset: no
Start Date: 2018-07-04
End Date: 2024-06-04
Total Amount: 30000
Monthly Payment: 709
Remaining Balance: 22000
Remaining Years: 0"
Export,1532,202610,Undergraduate,awarded,Education and Teaching Secondary School (ETSS),0,0,1,Housing,Bank of Beirut,Apartment,2008-08-01,2030-08-01,"60,800$",60800.0,usd,usd,344,344.0,23100,23100.0,0,5,5.0,loan_section_key_value,0,,"Reason: Housing
Source: Bank of Beirut
Mortgaged Asset: Apartment
Start Date: 2008-08-01
End Date: 2030-08-01
Total Amount: 60,800$
Monthly Payment: 344
Remaining Balance: 23100
Remaining Years: 5"
Export,1537,202520,Undergraduate,awarded,,1,3,1,Moved into apartment,Sold house yo move into apartment,House,2020-09-30,2027-12-31,230000,230000.0,,unknown,3200,3200.0,120000,120000.0,0,3,3.0,loan_section_key_value,0,,"Reason: Moved into apartment
Source: Sold house yo move into apartment
Mortgaged Asset: House
Start Date: 2020-09-30
End Date: 2027-12-31
Total Amount: 230000
Monthly Payment: 3200
Remaining Balance: 120000
Remaining Years: 3"
Export,1567,202510,Undergraduate,awarded,"Sagesse Saint Jean Brasilia, Baabda",1,2,1,"Buying a house, large purchase",Bank Audi,House,2012-12-02,2027-11-02,"570,452,000.00LL",570452000.0,lbp,lbp,"4,627,339.64LL",4627339.0,"191,490,598.28LL",191490598.0,0,4 years,4.0,loan_section_key_value,0,,"Reason: Buying a house, large purchase
Source: Bank Audi
Mortgaged Asset: House
Start Date: 2012-12-02
End Date: 2027-11-02
Total Amount: 570,452,000.00LL
Monthly Payment: 4,627,339.64LL
Remaining Balance: 191,490,598.28LL
Remaining Years: 4 years"
Export,1589,202510,Graduate,awarded,,1,2,1,personal loan,blom bank,0,2023-12-15,2026-12-15,3700,3700.0,,unknown,107,107.0,3500,3500.0,0,3,3.0,loan_section_key_value,0,,"Reason: personal loan
Source: blom bank
Mortgaged Asset: 0
Start Date: 2023-12-15
End Date: 2026-12-15
Total Amount: 3700
Monthly Payment: 107
Remaining Balance: 3500
Remaining Years: 3"
Export,1606,202710,Undergraduate,denied,"Antonine International School (AIS), Ajaltoun",0,0,1,Personal Loan / Restoration of our old house,Emirates NBD,Salary,2025-03-26,2028-02-26,"245,000 $ (900,000 AED)",245000.0,usd,usd,"7,395 $ (27,173 AED)",7395.0,"198,263 $ (728,619.44 AED)",198263.0,0,2.33 years,2.33,loan_section_key_value,0,,"Reason: Personal Loan / Restoration of our old house
Source: Emirates NBD
Mortgaged Asset: Salary
Start Date: 2025-03-26
End Date: 2028-02-26
Total Amount: 245,000 $ (900,000 AED)
Monthly Payment: 7,395 $ (27,173 AED)
Remaining Balance: 198,263 $ (728,619.44 AED)
Remaining Years: 2.33 years"
Export,1606,202710,Undergraduate,denied,"Antonine International School (AIS), Ajaltoun",0,0,2,Car Loan (Toyota Land Cruiser),Emirates NBD,The car ( Toyota Land Cruiser),2021-09-27,2026-08-27,"60,900 $ (223,808 AED)",60900.0,usd,usd,"1,116 $ (4,101 AED)",1116.0,"11,159 $ (41,009.84 AED)",11159.0,0,10 months (0.83 years),10.0,loan_section_key_value,0,,"Reason: Car Loan (Toyota Land Cruiser)
Source: Emirates NBD
Mortgaged Asset: The car ( Toyota Land Cruiser)
Start Date: 2021-09-27
End Date: 2026-08-27
Total Amount: 60,900 $ (223,808 AED)
Monthly Payment: 1,116 $ (4,101 AED)
Remaining Balance: 11,159 $ (41,009.84 AED)
Remaining Years: 10 months (0.83 years)"
Export,1619,202610,Undergraduate,awarded,Collège Saint Joseph Antoura,0,0,1,Personal needs,CFC for loans,None,2023-01-02,2025-12-02,"3,400 USD",3400.0,usd,usd,120 USD,120.0,"1,550 USD",1550.0,0,13 months,13.0,loan_section_key_value,0,,"Reason: Personal needs
Source: CFC for loans
Mortgaged Asset: None
Start Date: 2023-01-02
End Date: 2025-12-02
Total Amount: 3,400 USD
Monthly Payment: 120 USD
Remaining Balance: 1,550 USD
Remaining Years: 13 months"
Export,1619,202610,Undergraduate,awarded,Collège Saint Joseph Antoura,0,0,2,Credit Card,Bank Of Beirut,None,2024-01-02,2029-01-02,"1,000 USD",1000.0,usd,usd,50 USD (5 % minimum pay),50.0,950 USD,950.0,0,revolving credit card,,loan_section_key_value,1,remaining_years_unparsed,"Reason: Credit Card
Source: Bank Of Beirut
Mortgaged Asset: None
Start Date: 2024-01-02
End Date: 2029-01-02
Total Amount: 1,000 USD
Monthly Payment: 50 USD (5 % minimum pay)
Remaining Balance: 950 USD
Remaining Years: revolving credit card"
Export,1619,202610,Undergraduate,awarded,Collège Saint Joseph Antoura,0,0,3,Personal needs,Bank Of Beirut,None,2018-01-02,2026-12-30,580 USD,580.0,usd,usd,22 USD,22.0,580 USD,580.0,0,28 months,28.0,loan_section_key_value,0,,"Reason: Personal needs
Source: Bank Of Beirut
Mortgaged Asset: None
Start Date: 2018-01-02
End Date: 2026-12-30
Total Amount: 580 USD
Monthly Payment: 22 USD
Remaining Balance: 580 USD
Remaining Years: 28 months"
Export,1622,202611,Professional,awarded,,1,2,1,University tuition payment,Al majmoua,800,2024-10-07,2025-03-10,906,906.0,,unknown,150,150.0,450,450.0,0,0,0.0,loan_section_key_value,0,,"Reason: University tuition payment
Source: Al majmoua
Mortgaged Asset: 800
Start Date: 2024-10-07
End Date: 2025-03-10
Total Amount: 906
Monthly Payment: 150
Remaining Balance: 450
Remaining Years: 0"
Export,1634,202710,Undergraduate,denied,"Ahliah School, Wadi Abou Jamil",0,0,1,Car Purchase,GAC motors domasco,Car,2025-10-23,2029-10-23,29000,29000.0,,unknown,610,610.0,28400,28400.0,0,4,4.0,loan_section_key_value,0,,"Reason: Car Purchase
Source: GAC motors domasco
Mortgaged Asset: Car
Start Date: 2025-10-23
End Date: 2029-10-23
Total Amount: 29000
Monthly Payment: 610
Remaining Balance: 28400
Remaining Years: 4"
Export,1635,202510,Graduate,awarded,,1,2,1,To cover the cost of tuition fees for both school and university.,lebanese army,no mortgaged Asset,2023-03-01,2026-03-01,470,470.0,,unknown,9.79,9.79,323,323.0,0,2 years and 9 months,9.0,loan_section_key_value,0,,"Reason: To cover the cost of tuition fees for both school and university.
Source: lebanese army
Mortgaged Asset: no mortgaged Asset
Start Date: 2023-03-01
End Date: 2026-03-01
Total Amount: 470
Monthly Payment: 9.79
Remaining Balance: 323
Remaining Years: 2 years and 9 months"
Export,1638,202510,Undergraduate,awarded,"Jesus & Mary School, Rabweh",0,0,1,School fees,General Security,N/A,,,N/A,,,,N/A,,N/A,,0,N/A,,loan_section_key_value,1,total_amount_unparsed; monthly_payment_unparsed; remaining_balance_unparsed; remaining_years_unparsed,"Reason: School fees
Source: General Security
Mortgaged Asset: N/A
Start Date:
End Date:
Total Amount: N/A
Monthly Payment: N/A
Remaining Balance: N/A
Remaining Years: N/A"
Export,1651,202610,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",1,2,1,Housing Loan,Banque de L'Habitat,Apartment,2018-02-10,2034-02-10,"LBP 525,000,000",525000000.0,lbp,lbp,"LBP 4,722,000 including insurance",4722000.0,"LBP 335,300,000",335300000.0,0,9,9.0,loan_section_key_value,0,,"Reason: Housing Loan
Source: Banque de L'Habitat
Mortgaged Asset: Apartment
Start Date: 2018-02-10
End Date: 2034-02-10
Total Amount: LBP 525,000,000
Monthly Payment: LBP 4,722,000 including insurance
Remaining Balance: LBP 335,300,000
Remaining Years: 9"
Export,1655,202510,Professional,denied,,1,2,1,Car payment,Bank Emirates NBD,car,2023-07-28,2028-06-28,47888,47888.0,,unknown,798,798.0,38304,38304.0,0,4,4.0,loan_section_key_value,0,,"Reason: Car payment
Source: Bank Emirates NBD
Mortgaged Asset: car
Start Date: 2023-07-28
End Date: 2028-06-28
Total Amount: 47888
Monthly Payment: 798
Remaining Balance: 38304
Remaining Years: 4"
Export,1658,202711,Professional,denied,,1,3,1,house loan,bank,yes (apartment),2017-04-10,2027-05-10,301000000 LBP,301000000.0,lbp,lbp,2166667 LBP,2166667.0,39000014 LBP,39000014.0,0,2,2.0,loan_section_key_value,0,,"Reason: house loan
Source: bank
Mortgaged Asset: yes (apartment)
Start Date: 2017-04-10
End Date: 2027-05-10
Total Amount: 301000000 LBP
Monthly Payment: 2166667 LBP
Remaining Balance: 39000014 LBP
Remaining Years: 2"
Export,1663,202520,Undergraduate,denied,,1,3,1,University fees,Bank,N/A,2024-09-10,2029-08-10,"25,000",25000.0,,unknown,410,410.0,"24,200",24200.0,0,5 years,5.0,loan_section_key_value,0,,"Reason: University fees
Source: Bank
Mortgaged Asset: N/A
Start Date: 2024-09-10
End Date: 2029-08-10
Total Amount: 25,000
Monthly Payment: 410
Remaining Balance: 24,200
Remaining Years: 5 years"
Export,1665,202710,Undergraduate,awarded,"Greenfield College, Bir Hassan",0,0,1,House,BLC Bank,house,2016-11-19,2026-11-19,2458.101,2458.101,,unknown,17.9,17.9,0(only interest remains which value hasnt been given to us yet),0.0,0,0 (only interest needs to be paid),0.0,loan_section_key_value,0,,"Reason: House
Source: BLC Bank
Mortgaged Asset: house
Start Date: 2016-11-19
End Date: 2026-11-19
Total Amount: 2458.101
Monthly Payment: 17.9
Remaining Balance: 0(only interest remains which value hasnt been given to us yet)
Remaining Years: 0 (only interest needs to be paid)"
Export,1667,202710,Undergraduate,awarded,The International School of Choueifat - Koura,0,0,1,LAU loan for my elder sister,LAU,No Mortagaged Asset,2025-10-31,2027-03-31,6254,6254.0,,unknown,350,350.0,6254,6254.0,0,1.5,1.5,loan_section_key_value,0,,"Reason: LAU loan for my elder sister
Source: LAU
Mortgaged Asset: No Mortagaged Asset
Start Date: 2025-10-31
End Date: 2027-03-31
Total Amount: 6254
Monthly Payment: 350
Remaining Balance: 6254
Remaining Years: 1.5"
Export,1684,202610,Undergraduate,awarded,"Amjad School, Choueifat",1,1,1,Housing,Bank Audi or Public Housing Corporation,Apartment,2015-05-07,2029-01-02,"160,000,000 L.L.",160000000.0,lbp,lbp,"952,000 L.L.",952000.0,"22,000,000 L.L.",22000000.0,0,"We are trying to completely pay the rest of the amount at once, but we are waiting for the approvement from The Public Housing Corporation. We dont own the house untill we get the approvement and pay the rest.",,loan_section_key_value,1,remaining_years_unparsed,"Reason: Housing
Source: Bank Audi or Public Housing Corporation
Mortgaged Asset: Apartment
Start Date: 2015-05-07
End Date: 2029-01-02
Total Amount: 160,000,000 L.L.
Monthly Payment: 952,000 L.L.
Remaining Balance: 22,000,000 L.L.
Remaining Years: We are trying to completely pay the rest of the amount at once, but we are waiting for the approvement from The Public Housing Corporation. We dont own the house untill we get the approvement and pay the rest."
Export,1690,202610,Undergraduate,awarded,"Ecole Des Soeurs Du Rosaire, Sin El Fil",0,0,1,housing,bank of housing,house,2008-01-15,2040-01-01,120 000 000,120.0,,unknown,1 000 0000,1.0,43 000 000,43.0,0,16,16.0,loan_section_key_value,0,,"Reason: housing
Source: bank of housing
Mortgaged Asset: house
Start Date: 2008-01-15
End Date: 2040-01-01
Total Amount: 120 000 000
Monthly Payment: 1 000 0000
Remaining Balance: 43 000 000
Remaining Years: 16"
Export,1695,202610,Undergraduate,awarded,"Greenfield College, Bir Hassan",1,1,1,Schools/Universities,Qard hassan,Gold,2024-07-18,2026-07-18,"6,980",6980.0,,unknown,290,290.0,"7,560",7560.0,0,2,2.0,loan_section_key_value,0,,"Reason: Schools/Universities
Source: Qard hassan
Mortgaged Asset: Gold
Start Date: 2024-07-18
End Date: 2026-07-18
Total Amount: 6,980
Monthly Payment: 290
Remaining Balance: 7,560
Remaining Years: 2"
Export,1714,202610,Undergraduate,denied,"Houssameddine Hariri High School, Saida",0,0,1,To settle visa payment for family needs,Saudi Birtish Bank,None,2023-11-12,2026-11-24,23796,23796.0,,unknown,661.34,661.34,"15,864",15864.0,0,2,2.0,loan_section_key_value,0,,"Reason: To settle visa payment for family needs
Source: Saudi Birtish Bank
Mortgaged Asset: None
Start Date: 2023-11-12
End Date: 2026-11-24
Total Amount: 23796
Monthly Payment: 661.34
Remaining Balance: 15,864
Remaining Years: 2"
Export,1717,202710,Undergraduate,awarded,"West Hill College, Kabershmoun",1,1,1,Housing,Public Corporation of Housing,House,2015-08-10,2030-07-10,"240,000,000(LBP)",240000000.0,lbp,lbp,"1,333,333(LBP)",1333333.0,"85,662,676(LBP)",85662676.0,0,5,5.0,loan_section_key_value,0,,"Reason: Housing
Source: Public Corporation of Housing
Mortgaged Asset: House
Start Date: 2015-08-10
End Date: 2030-07-10
Total Amount: 240,000,000(LBP)
Monthly Payment: 1,333,333(LBP)
Remaining Balance: 85,662,676(LBP)
Remaining Years: 5"
