application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Associate Principal Engineer,Dar Al-Handasah,79280.0,4000.0,,,,,,0,,missing,78840.0,parsed,0,Employed,Private Sector,Section Head Credit Admin,Lebanese Swiss Bank,,,,,,,,0,,missing,3733.0,parsed,0,2,8735.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,1,house,195.0,300000.0,0,,,2,"Honda, Pilot, 2015; Hyundai, Santa Fe, 2010",0,,missing,1,,missing,0,,,denied,,,0,2025-11-20,0.0,Denied as per Committee Decision FA Fall 2026-27,0.0,25.0,Lost the 25%: Student did not confirm the Regular,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Beirut Annuciation Orthodox College (BAC), Achrafieh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon Canada,Single,Parents Home,Employed,Public Sector,Deputy Manager,,74457.0,,,,,,,0,BDL (salary + school allowance),other,79000.0,parsed,0,Unemployed,,Procurement officer,Kettaneh construction,,,,,,Yes,2006-05-05,0,nssf,nssf,0.0,parsed,0,1,4335.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,9,house; land,8905.0,1244000.0,0,,0.0,2,"Infiniti, FX35, 2012; Hyundai, Tucson, 2012",0,missing,other,1,missing,missing,0,,,denied,,,0,2025-10-20,0.0,Denied as per Committee Decision FA Fall 2026-27,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"College Mariste Champville, Antelias",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"Freelance, United Arab Emirates",36000.0,36000.0,,,0,"Book editing, teaching arabic coaching",other,36000.0,parsed,0,Employed,Private Sector,Director of Arabic Studies,American Community School of Abu Dhabi,,101557.0,,,,,,0,UAE,other,188000.0,parsed,0,1,2997.26,0.0,not_applicable,,0,2,0,,0,,other,Lost all indemnity and savings in Lebanese banks,0,,,,,1,apartment,270.0,170000.0,0,,,2,"Honda, Civic, 2008; Ford, Escape, 2017",0,missing,other,1,missing,missing,0,,,denied,,,0,2025-11-22,0.0,Denied as per Committee Decision FA Fall 2026-27,0.0,25.0,Lost the 25%: Student did not confirm the Regular,no,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,American Community School of Abu Dhabi,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,United States,United States Lebanon,Single,Parents Home,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,Retired,Public Sector,,,,,,,,,,0,single payment retirement in 2018,retired,0.0,parsed,0,3,14300.0,0.0,not_applicable,,0,0,0,,0,,other,"Father and mother are currently going through a rough and contentious divorce. Throughout this process, my father has refused to acknowledge or fulfill any of his financial responsibilities-thus the lack of the requested documents from his end. He has failed to pay alimony, child support, or any form of tuition for his children. Despite legal and moral obligations, he has completely disregarded his duty to contribute financially, placing the entire burden on our mother. This has caused significant hardship and instability for the family.",0,,,,,1,apartment,160.0,160000.0,0,,,1,"Nissan, Qahqai, 2014",0,0 for applicant,none,0,OC mother: 1 apart Achrafieh. OC father (no contact: 1 apart achrafieh + 3 aparts ghazir,reported_ownership,0,,,awarded,no_o_a,,0,2025-02-26,25.0,Awarded 25% as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Grand Lycee Franco Libanais, Achrafieh",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon France,Single,Parents Home,Unemployed,,Head of Learning Services,Ericsson,,,,,,Yes,2024-01-01,0,NSSF,nssf,0.0,parsed,0,Employed,Private Sector,"part-time instructor at AUB under a temporary academic appointment contract signed on November 14, 2024",American University of Beirut,,1.0,,,,,,0,,missing,10500.0,parsed,1,1,4094.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,2,apartment; land,1700.0,300000.0,0,,,3,"mercdes, ML350, 2004; Peugeot, 308, 2012; toyota, fortuner, 2020",0,0 for all,none,0,1 apt in Chouf + 1 land in Nabatieh,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-28,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"Greenfield College, Bir Hassan",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Rented Apartment,Employed,Private Sector,Employee,Abo Zaher Butchery,7200.0,,,,,,,0,,missing,7200.0,parsed,0,Employed,Public Sector,Supervisor,,,1921.0,,,,,,0,,missing,7066.0,parsed,0,2,4664.0,933.0,not_applicable,,0,0,0,,0,,none,,0,,,,,4,apartment; business premises; house,582.0,315000.0,0,,,1,"Toyota, Rav 4, 2002",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2024-11-20,35.0,Awarded 35% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Makassed Islamic High School - Saida, Saida",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Palestine,Palestine,Single,Other,,,,,,,,,,,,0,deceased,deceased,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,0,,,sibling,employed,1,0,0,,1,7800.0,none,,0,,,,,1,apartment,9900.0,35000.0,0,,,0,,0,0 for all,none,0,oc: 0,zero_ownership,0,,,usaid,no_o_a,,0,2024-11-25,0.0,Awarded 15% as per Committee Decision FA Fall 2025-26,0.0,,,yes,awarded_without_sending_letter,Service Statement from NSSF - إفادة خدمة من الضمان الإجتماعي - Mother,1,"Makassed Islamic High School - Saida, Saida",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"hafalat production, Lebanon",40000.0,12000.0,,,0,0 as per form B and tax declarartion + 40000 from freelancing,other,40000.0,parsed,0,Employed,Private Sector,makeup artist,pace e lucce,,5430.0,,,,,,0,as per form B,other,12000.0,parsed,0,1,5250.0,,not_applicable,,0,1,0,,0,,"bankruptcy, other","My dad used to organize big parties under the name hafalat production , but ever since the economic crisis he hasn't been able to do so.",0,,,,,1,apartment,110.0,50000.0,0,,,2,"nissan, patrol, 2012; renault, sandero, 2019",0,receipts-missing,receipt_only,1,FCSR,fcsr,0,,,denied,,,0,2025-05-19,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Form A - Employee Income Statement - Mother
Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",3,"International College (IC), Beirut",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon Canada,Single,Parents Home,Self-Employed,,,,,,"clinic , Dr Amer Abdallah, Lebanon",27855.0,25455.0,,,0,"orthopedic surgeon; tax booklet 2023: 2,5B lbp",tax_booklet,28000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,1,18000.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,4,apartment; house,655.0,880000.0,0,,,2,"mercedes, c 180, 2017; jaguar, F pace, 2018",0,high for father to qatar germany france england; low for applicant and mother,high,0,OC: 1 apt in dbayeh metn + 1 land in rashana batroun + 1 apt in mazraaet l hadira metn + 1 apt in amaret chalhoub metn,reported_ownership,0,,,denied,,,0,2024-11-30,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"كراج صفية, Lebanon",24000.0,15600.0,,,0,,missing,24000.0,parsed,0,Employed,Public Sector,Teacher,,,300.0,,,,,,0,,missing,1000.0,parsed,0,2,8248.0,,not_applicable,,0,2,0,,0,,none,,0,,,,,5,apartment; business premises; land,2711.0,500000.0,0,600.0,,2,"Honda, CR-V, 2006; Honda, CR-V, 2016",0,Receipts-missing,receipt_only,1,FCSR,fcsr,0,,,awarded,no_o_a,,0,2025-01-25,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Business Registration إذاعة تجارية - Father (Document must indicate the number of shares owned by your father)
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,"AlBayt Al Maamour School, Marej",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Haitham Tarhini, Lebanon",9600.0,6600.0,,,0,Sanitary ware agent (100% shares),other,9000.0,parsed,0,Self-Employed,,,,,,Lawyer Hala Hamze,40000.0,28000.0,,,0,Lawyer,other,42000.0,parsed,1,0,,,not_applicable,,0,0,0,,0,,other,Divorced single mother of two.,0,,,,,2,apartment; land,3128.0,200000.0,0,,,1,"Mercedes, C300, 2012",0,missing,other,1,missing,missing,0,,,,,,0,2025-11-25,0.0,,0.0,30.0,Lost the 30%: Student did not confirm the Early Admission,yes,committee_regular,"Income Tax Statement ضريبة دخل من وزارة المالية - Mother
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)",3,"Eastwood College, Kfarshima",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,HR Manager,GLOBEMED KUWAIT,93600.0,12090.0,,,,,,0,,missing,,missing,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,2,27500.0,,not_applicable,,0,0,0,,0,,none,,0,,,,,2,apartment,272.0,460000.0,0,,,1,"Hyundai, Creta, 2018",0,missing,other,1,missing,missing,0,,,,,,0,2025-11-28,0.0,,0.0,25.0,Lost the 25%: Student did not confirm the Regular,yes,incomplete,"Form A - Employee Income Statement - Father
Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Residency certificate of your mother",4,"Saints Coeurs Ain Najm, Ain Saadeh",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Rented Apartment,Unemployed,,Foreman and Truck Driver,Al Kayan For Contracting & Engineering Consultation L.L.C,,,,,,Yes,2021-07-22,0,,missing,0.0,parsed_with_nssf_note,0,Unemployed,,,,,,,,,No,,0,,missing,0.0,parsed_with_nssf_note,0,0,,,not_applicable,,1,0,0,,1,350.0,other,Loss of father's employment due to his age and limited physical ability,0,,,,,1,apartment,137.0,60000.0,0,1800.0,,1,"Hyundai, Getz, 2010",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2024-05-22,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,Director of the company,Mohammad Abou zeinab,24000.0,,,,,,,0,out of which $2000 as educational benefits,other,51150.0,parsed,0,Unemployed,,Unit Secretary at Operating Theater-Multi Displine,HHUMC Hammoud Hospital University Medical Center,,,,,,Yes,2015-04-30,0,NSSF,nssf,0.0,parsed,0,1,3565.0,0.0,not_applicable,,0,0,0,,0,,sickness,mom diabtic type one,2,4711.0,301.0,3521.0,11.0,4,business premises; house; land,347557.0,80000.0,0,,,2,"jeep, GR CHEROKEE LTD, 2017; mitsubishi, outlander, 2008",0,receipts-missing,receipt_only,1,FCSR,fcsr,0,,,denied,,,0,2024-12-20,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Rafic Hariri High School (RHHS), Saida",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Unemployed,,Senior MEP Engineer,Khatib and Alami,,,,,,Yes,2022-08-31,0,NSSF,nssf,0.0,parsed,0,Employed,Private Sector,Senior Projects Control Engineer,Arabian Construction Company-Esco,,1460.0,,,,,,0,,missing,20000.0,parsed,0,2,20600.0,10300.0,not_applicable,,0,4,0,,0,,other,Unemployment of father and brother,0,,,,,8,apartment; house; land,528.0,500000.0,0,,,2,"Nissan, Sunny, 2005; Mazda, Xtrail, 2009",0,,missing,1,1 apt + 4 1/4 lands in aley,reported_ownership,0,,,awarded,no_o_a,,0,2025-10-06,25.0,Awarded 25% as per Committee Decision FA Fall 2026-27,,,,yes,awarded,,0,"Ecole des Soeurs De Saint Joseph de L'apparition, Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Chef,Wafi Gourmet,63384.0,24948.0,,,,,,0,,missing,100000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,2,62400.0,93848.0,not_applicable,,0,1,0,,0,,none,,1,32816.0,489.5,16643.0,2.8,4,apartment; land,1270.0,580000.0,0,,,1,"Kia, Sportage, 2010",0,,missing,1,,missing,0,,,denied,,,0,2025-10-26,0.0,Denied as per Committee Decision FA Fall 2026-27,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,,0,"International College (IC), Beirut",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon Lebanon,Single,Parents Home,Retired,"Private Sector, 2021-05-01",,,,165.0,,,,,,0,Order of engineers; 165$ per month as retirement salary from the order,retired,2000.0,parsed,0,Unemployed,,School Supervisor,Le Lycee National Schools,,,,,,Yes,2022-09-30,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,sickness,"My father suffers from chronic hypertension and chronic kidney disease stage 3, necessitating multiple medications each month to manage his conditions effectively. My mother is afflicted with hypercholesterolemia, requiring several medications every month to control her cholesterol levels and maintain her health.",0,,,,,4,apartment; land,6342.0,102000.0,0,,,1,"Nissan, Sunny, 2009",0,missing (receipt),receipt_only,1,4 lands in Chouf + 1 apt in Aley,reported_ownership,0,,,awarded,no_o_a,,0,2024-04-16,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
,Regular Professional Application,professional_regular,0,0,50.0,Professional,202711,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,History teacher,,10948.0,,,,,,,0,MEHE,other,11000.0,parsed,0,Employed,Private Sector,Part time English teacher,Al Mahdi School- Shahed,,,,,,,,0,Part-time english teacher,other,5400.0,parsed,0,3,4584.18,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,2,land,2762.0,50.0,0,,,2,"Nissan, Sunny, 2017; Yamaha, ZR, 2025",1,0-low for parents; missing for applicant,low,1,missing,missing,0,,,awarded,no_o_a,,0,2025-12-07,35.0,"Awarded 35% as per Committee Decision FA Med I: Aug 10, 2026 - Jun 25, 2027",,,,yes,awarded,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,teller officer control,Cedrus Bak,2964.0,7293.0,,,,,,0,,missing,4821.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,2881.0,432.0,not_applicable,,0,0,0,,0,,other,Low income i n the house,0,,,,,1,apartment,2400.0,250000.0,0,,,1,"Toyota, RAV 4, 2002",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2025-03-18,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Hariri School III, Tareek Al Jadeeda",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Hearing Care Center, Lebanon",382884.0,55698.0,,,0,,missing,380756.0,parsed,0,Employed,Public Sector,Employee,,,,,,,,,0,,missing,3471.0,parsed,1,0,,,not_applicable,,0,5,0,,0,,sickness,"High blood pressure, diabetes, cancer, hyperthyroidism, heart problems, mental illnesses, disc, spinal problems",0,,,,,1,apartment,129.0,100000.0,0,,,1,"Kia, Picanto, 2013",0,missing,other,1,1 apt in Msaytbeh,reported_ownership,0,,,denied,,,0,2024-11-13,0.0,Denied as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Hariri High School II, Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Rented Apartment,Self-Employed,,,,,,"Public taxi car, Lebanon",12000.0,0.0,,,0,taxi driver,other,8000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,8,house; land,14720.0,235000.0,0,,2600.0,2,"Hyundai, Getz, 2011; Toyota, Camery, 2010",0,0 for all,none,0,OC: 3 lands in deir khousha chouf + 2 1/2 in deir koucha chouf + 1/4 land in dmit chouf,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-27,20.0,Awarded 20% as per Committee Decision FA Fall 2025-26,0.0,30.0,Lost the 30%: Student did not confirm the Regular,yes,awarded,,0,"Shouf National College, Chouf",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Regional Business Developer,Somfy Middle East - Lebanon branch,66840.0,20592.0,,,,,,0,,missing,88000.0,parsed,0,Employed,Private Sector,Networking and sustainability,Bank of Beirut,,16668.0,,,,,,0,,missing,5710.0,parsed,0,2,9250.0,,not_applicable,,0,1,0,,0,,none,,1,180.0,1.0,6.0,1.0,2,house; land,749.0,270000.0,0,,,2,"Nissan, Kicks SL, 2019; Mercedes, C 350, 2010",0,,missing,1,,missing,0,,,denied,,,0,2024-11-12,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,Lebanese Evangelical School for Boys and Girls,0
Freshman,Freshman,freshman_regular,0,0,50.0,Undergraduate,202510,Palestine,Palestine,Single,AUB Dorms,Self-Employed,,,,,,"NA, Libya",6300.0,3400.0,,,0,"sole owner, selling women's clothes in a commercial shop",other,6300.0,parsed,0,Unemployed,,,,,,,,,No,,0,"info from mother's passport, no profession",other,0.0,parsed,1,0,,,not_applicable,,0,0,0,,0,,bankruptcy,"My brother studied in the UK, and due to the sudden decrease in the value of the libyan dinar to the British pound and US dollar at that time, my father couldn't afford to pay for his tuition and had to take a debt to finish his university period. He couldn't stop his university and return to Libya as he got ulcerative colitis and had to undergo medical surgery due to that sickness, which couldn't be done in Libya at that time, and was very expensive elsewhere, considering he was medically covered in the UK.",0,,,,,0,,,,0,,,0,,0,no TR in libya,other,0,missing,missing,0,,,awarded,percentage,45.0,1,2024-04-16,15.0,Awarded 15% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Service Statement from NSSF - إفادة خدمة من الضمان الإجتماعي - Mother
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,"Ism International School, Trip",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Audit Director,Indevco,84377.0,1772.0,,,,,,0,,missing,92350.0,parsed,0,Unemployed,,Executive assistant,Eldaco,,,,,,Yes,2010-09-30,0,NSSF,nssf,0.0,parsed,1,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,6,apartment; land,2577.0,650000.0,0,,,2,"Mercedes, A 200, 2014; Toyota, Rav4, 2009",0,very low for applicant and mother+ average for father,average,0,OC: same as declaraion,reported_ownership,0,,,awarded,no_o_a,,0,2025-01-20,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"College De La Saint Famille Fanar, Fanar",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Babies First Preschool, Lebanon",144000.0,30000.0,,,0,father's nursery got hit during the last war and is under renovation. Father stopped paying his dues to the ministry of finance,other,144000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,3,11450.0,150.0,not_applicable,,0,1,0,,0,,none,,1,8000.0,1000.0,5000.0,5.0,1,apartment,230.0,250000.0,0,,,1,"Mercedes, GL, 2013",0,,missing,1,FCSR,fcsr,0,,,denied,,,0,2025-02-03,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Documents for Spouse of Married Applicant
Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Vehicle(s) Registration Form",4,"LWIS City International School DT Beirut, Beirut",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,With Relatives,Self-Employed,,,,,,"PillowShot Production, Lebanon",0.0,0.0,,,0,form B: 0; tax booklet 2023: 0,tax_booklet,0.0,parsed,0,Previous Employment,,,,,,,,,,,0,no contact (divorced) + NSSF,no_contact,0.0,parsed,0,2,38002.0,28361.6,not_applicable,,0,0,0,,1,9000.0,none,,0,,,,,1,apartment,122.0,61000.0,0,,,1,"BMW, 318, 2004",0,missing,other,1,missing,missing,0,,,awarded,no_o_a,,0,2024-11-29,45.0,Awarded 45% as per Committee Decision FA Spring 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Official Employment Certificate - Mother",3,Saint Joseph School Cornet Shehwan,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Syria,Syria,Single,Rented Apartment,,,,,,,,,,,,0,deceased,deceased,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,1,0,,,other,self-employed,1,0,0,,1,3000.0,recent death of breadwinner,"Ever since the passing of my father, we've been drastically struggling with saving up any amount of money. Instead, we've been living off the monthly profits of my stepfather's business, where the majority of these profits (90%) go to settle our monthly rental fees (electricity, appartment rental fees)",0,,,,,0,,,,0,,,0,,0,low,low,0,0,zero_ownership,0,,,awarded,no_o_a,,0,2024-11-12,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"Beirut Annuciation Orthodox College (BAC), Achrafieh",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon United States,Single,Parents Home,Employed,Private Sector,Manager,MICA srl,18000.0,6000.0,,,,,,0,,missing,30600.0,parsed,0,Employed,Public Sector,English news editor,,,1515.0,,,,,,0,,missing,1230.0,parsed,0,1,4000.0,0.0,not_applicable,,0,2,0,,0,,law suits,We have lawsuits regarding inheritance properties 6 and above.,0,,,,,10,apartment; business premises; land,7528.0,2710000.0,0,28000.0,,2,"BMW, X3, 2011; VW, Crossfox, 2009",1,receipts-missing,receipt_only,1,FCSR,fcsr,0,,,denied,,,0,2025-02-11,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Saint Mary's Orthodox College (SMOC), Beirut",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Atwi Inc., Saudi Arabia",25000.0,15000.0,,,0,Freelance interior designer,other,25000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,2,0,,0,,"sickness, other","I am applying for financial aid due to significant medical and financial challenges within my household. I have been diagnosed with borderline personality disorder (BPD) and Bipolar 1 and was admitted to the AUBMC psychiatric ward for four days during the fall semester of 2024. I am currently seeking to resume treatment under Dr. Farid Talih at AUBMC, but my student insurance only covers half the treatment cost after I finish the free sessions it provides. My father, who is in his 70s, takes medication for diabetes and high blood pressure. My brother, who struggles with mental health issues, is unemployed and living at home. My divorced sister, who also lives at home, suffers from glaucoma, which has left her unable to continue working as a makeup artist. She requires lifelong treatment and was being followed up by Dr. Baha Nayef Noureddine at AUBMC. I will provide supporting documents, including prescriptions for me and my brother, records of my hospital admission, and evidence of my sister’s need for ongoing treatment. We also used to own a house a south lebanon that also icluded three shops that we used to rent out to people, and the house and its shops were destroyed during the war. I will attach a document that verfies that my father used to own the house , and another document that it was destoryed. Also, in my family civil status, it says that my sisters, rasha and manal, are not married. However, both of them are married and have kids, and rasha resides outside lebanon. In the civil registery they havent changed it even though they have been married for years. Also, for the bank statement, it is in lebanese pounds.",0,,,,,3,apartment; business premises; land,30000.0,290000.0,0,,,1,"Nissan, Sunny 1.5, 2013",0,0-low,low,0,missing,missing,0,,,denied,,,0,2025-01-16,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"International College (IC), Beirut",1
